"Status","Progress","Duration (in seconds)","Finished","DistributionChannel","UserLanguage","Consent","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_31","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_53","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75","HEXACO_C_1","HEXACO_C_2","HEXACO_C_3","HEXACO_C_4","HEXACO_C_5","HEXACO_C_6","HEXACO_C_7","HEXACO_C_8","HEXACO_C_9","HEXACO_C_10","Age","Gender","Race","Degree","Income","Religion"
"0","100","2018","1","anonymous","EN","1","1","1","1","5","1","3","5","1","1","2","4","7","1","4","6","6","5","5","6","6","1","6","6","4","6","2","5","5","5","6","4","6","6","7","5","6","5","6","5","6","3","5","5","1","4","6","1","6","6","4","2","6","2","1","4","6","6","6","5","7","6","4","6","6","1","1","5","5","1","4","5","3","3","6","6","4","1","4","4","1","3","1","1","1","1","35","2","6","5","10","9"
"0","100","740","1","anonymous","EN","1","2","6","2","2","2","5","2","3","1","1","6","3","5","6","6","3","6","6","4","2","3","3","2","2","5","1","5","2","5","5","4","5","6","5","2","5","5","6","1","6","2","6","4","1","5","5","2","2","2","2","5","7","2","1","5","5","6","6","3","5","4","4","5","2","3","5","5","1","2","5","6","4","3","6","4","5","2","5","1","1","4","1","2","4","2","65","1","6","3","4","10"
"0","100","792","1","anonymous","EN","1","3","5","2","6","2","4","7","2","3","1","4","6","3","4","7","4","6","6","6","3","1","6","4","4","6","1","3","3","4","6","4","7","7","6","5","7","5","3","5","4","1","3","3","1","5","5","3","4","5","5","2","2","2","1","5","6","6","6","3","6","6","4","7","5","2","2","3","3","2","5","5","4","3","7","6","4","1","5","1","2","5","2","2","2","3","20","1","6","3","11","10"
"0","100","520","1","anonymous","EN","1","2","3","1","6","2","2","6","1","2","2","3","6","2","4","7","7","6","6","7","5","1","6","1","3","5","1","5","3","5","7","4","7","7","7","4","6","6","7","1","7","3","7","1","2","5","5","1","4","6","5","5","5","2","1","7","7","7","7","5","6","7","4","7","6","3","5","3","3","1","7","7","2","2","7","6","4","2","5","1","1","5","3","4","5","2","39","2","4","3","8","10"
"0","100","737","1","anonymous","EN","1","6","5","6","4","3","3","6","2","2","5","6","5","3","6","5","5","6","4","5","3","2","5","5","5","2","4","4","5","3","5","4","4","6","4","5","4","3","4","5","6","4","3","5","3","4","6","3","4","3","3","2","3","2","2","4","5","5","6","4","6","5","5","6","2","3","3","5","5","3","4","5","3","4","6","4","4","4","4","3","4","4","3","2","5","3","44","2","","5","4","1"
"0","100","783","1","anonymous","EN","1","5","7","1","2","6","1","1","6","4","4","7","4","7","7","3","4","4","2","3","1","5","4","4","1","2","4","2","1","2","2","4","4","4","5","1","4","4","7","1","5","6","3","5","2","6","3","3","1","1","3","4","2","2","2","1","1","5","6","1","4","4","4","6","1","5","5","4","1","2","5","7","4","7","7","1","4","2","3","2","2","5","1","1","3","2","44","1","6","3","6","10"
"0","100","3172","1","anonymous","EN","1","4","4","5","4","3","1","3","4","3","4","6","5","3","4","4","4","4","2","5","2","3","4","4","3","4","4","2","2","2","2","4","4","2","3","3","4","5","2","1","4","4","3","3","4","7","3","2","2","2","3","3","1","2","3","3","2","4","4","3","5","5","4","5","2","4","5","2","3","4","6","6","3","3","4","2","5","3","4","2","2","4","2","1","2","2","57","2","6","5","12","7"
"0","100","3731","1","anonymous","EN","1","5","2","1","5","2","3","6","2","3","1","1","5","5","2","4","5","5","5","6","1","4","5","3","3","3","2","5","3","6","5","4","6","5","5","3","4","4","4","2","5","2","5","2","2","2","4","3","6","5","5","3","4","2","1","6","4","6","6","5","5","6","4","5","3","5","3","6","5","2","5","5","5","5","7","4","4","5","5","1","1","5","2","2","4","2","33","2","1","4","10","10"
"0","100","3686","1","anonymous","EN","1","3","5","2","5","5","2","4","3","3","3","5","5","6","2","5","4","5","6","5","3","2","5","4","3","5","2","3","6","4","6","4","5","6","3","2","5","6","6","3","4","3","4","5","3","2","5","3","5","4","5","3","3","2","6","5","5","5","6","5","5","6","2","5","2","3","3","5","3","3","2","6","2","2","5","5","5","2","4","4","3","4","3","1","3","4","20","1","1","3","7","10"
"0","100","562","1","anonymous","EN","1","3","5","5","4","4","3","5","6","5","4","5","4","3","4","5","5","6","5","5","5","6","6","6","6","5","3","5","4","3","4","4","6","3","6","3","5","6","4","4","6","5","6","6","5","3","5","6","5","5","5","5","5","2","2","3","4","6","5","5","4","6","5","5","5","5","5","5","5","4","6","6","4","4","3","5","4","3","4","2","3","2","3","4","4","4","29","1","6","5","9","10"
"0","100","719","1","anonymous","EN","1","2","2","2","6","2","5","6","2","2","2","2","6","2","2","6","3","6","6","6","4","2","5","3","5","6","2","6","2","6","6","4","6","7","7","3","6","6","3","5","4","2","6","2","2","3","7","2","5","6","2","2","1","2","2","6","6","7","7","6","6","6","5","6","6","2","2","6","4","2","3","3","3","3","6","6","5","2","4","2","1","4","2","2","2","2","35","1","6","6","10","1"
"0","100","707","1","anonymous","EN","1","7","6","2","2","2","1","6","1","1","2","2","6","2","2","6","6","7","5","6","4","1","6","6","2","6","3","2","2","4","6","4","6","6","6","2","6","6","7","2","6","4","2","2","2","2","6","5","2","6","6","2","2","2","1","2","6","7","6","1","6","6","7","6","6","2","2","6","6","2","2","6","6","2","6","6","4","1","1","1","1","4","3","1","4","1","35","1","3","5","5","2"
"0","100","12011","1","anonymous","EN","1","1","2","2","7","1","1","3","2","1","1","2","6","2","6","6","6","6","6","6","1","2","6","4","5","2","1","3","3","5","6","4","3","6","5","3","2","2","7","1","6","2","2","1","1","6","6","2","5","6","1","3","2","2","2","3","6","5","7","5","7","6","3","1","3","2","3","5","5","3","6","6","1","2","5","6","2","2","4","1","1","4","4","4","1","4","64","2","6","4","5","1"
"0","100","14362","1","anonymous","EN","1","7","1","1","7","1","6","7","1","7","1","1","7","1","2","7","7","6","7","7","4","4","7","5","7","7","1","5","6","7","7","4","6","7","7","7","7","6","7","6","7","2","4","7","1","1","7","2","7","7","6","1","7","2","1","7","7","7","7","7","7","7","4","5","7","1","1","7","2","1","1","1","3","1","5","7","3","3","5","3","2","3","5","2","1","5","24","2","3","3","6","1"
"0","100","820","1","anonymous","EN","1","7","2","2","7","1","7","7","2","1","2","2","7","2","2","6","7","7","7","7","6","2","5","5","6","7","1","6","6","7","7","4","7","7","7","5","7","5","7","5","7","2","5","7","2","1","7","1","4","7","7","2","7","2","1","6","7","7","7","7","7","6","5","6","6","4","2","7","5","1","2","7","2","1","5","7","3","3","4","3","2","3","5","2","2","5","24","2","3","3","5","1"
"0","15","29","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","406","0","anonymous","EN","1","1","6","1","7","1","5","6","1","1","1","6","7","2","6","7","7","7","7","7","2","1","6","1","3","7","1","6","2","7","7","4","7","7","6","1","7","6","7","3","7","1","6","7","1","5","7","2","1","7","3","1","6","2","1","6","7","7","7","6","7","7","4","7","6","1","4","4","1","1","6","6","3","1","7","7","5","1","5","1","2","5","1","1","5","4","74","2","6","6","4","5"
"0","85","805","0","anonymous","EN","1","1","3","1","3","3","3","6","1","1","1","6","7","2","2","7","2","6","7","5","2","1","2","1","2","5","1","6","2","3","7","4","7","7","5","2","7","6","5","3","5","1","7","7","1","1","6","1","3","7","3","1","3","2","6","4","5","7","7","4","5","7","5","7","5","1","1","5","1","1","5","3","7","5","7","7","5","2","4","1","2","5","2","1","4","2","45","2","7","5","9","11"
"0","15","11","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","12","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","15","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","103","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","16398","0","anonymous","EN","1","5","5","6","5","3","2","3","2","2","1","5","7","6","5","6","6","7","5","4","5","2","6","3","5","6","1","6","3","6","4","4","6","7","7","5","5","4","6","3","7","1","6","6","1","6","7","5","2","4","2","2","4","2","2","5","5","7","7","2","6","6","6","7","3","2","5","6","3","1","6","6","2","6","6","6","5","2","5","1","2","4","2","1","2","1","63","1","6","5","2","2"
"0","85","351","0","anonymous","EN","1","1","6","1","1","4","1","1","3","4","2","5","3","2","6","6","3","5","4","4","1","4","5","3","4","4","1","3","1","2","4","4","3","6","5","1","4","5","6","1","5","3","5","4","6","2","2","2","1","3","2","5","4","2","1","6","4","6","5","1","5","5","4","5","1","5","4","1","1","1","6","5","3","3","4","5","4","3","4","1","1","3","2","1","1","2","62","1","6","5","4","2"
"0","85","8812","0","anonymous","EN","1","5","5","1","5","3","2","5","2","3","1","5","5","3","5","5","1","6","3","6","2","6","5","2","5","2","2","4","2","5","6","4","7","6","6","2","5","6","7","2","3","3","3","6","5","5","5","1","3","3","1","3","5","2","2","6","5","6","6","5","5","5","4","5","2","6","6","3","1","3","6","6","2","3","6","5","1","4","5","2","1","4","2","2","4","4","70","2","6","6","9","12"
"0","15","10","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","8","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","972","0","anonymous","EN","1","1","6","5","4","1","7","6","1","4","1","7","7","1","1","7","1","6","7","7","1","1","6","1","4","7","1","7","1","1","7","4","7","7","7","2","7","6","1","7","5","1","7","1","1","1","1","1","1","6","7","1","1","2","2","7","7","7","7","1","6","7","1","7","2","1","1","7","1","1","1","7","1","1","7","7","1","1","5","1","1","2","1","1","1","1","60","2","2","3","11","1"
"0","15","8","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","337","0","anonymous","EN","1","5","6","1","6","2","3","7","1","1","1","6","5","1","3","7","7","7","7","6","4","2","7","1","7","5","1","6","6","7","7","4","7","7","7","6","7","7","7","3","7","3","7","7","2","5","7","6","5","7","2","1","6","2","1","6","6","7","7","6","7","7","5","7","7","5","1","3","5","1","5","7","5","1","7","6","5","1","5","1","1","5","1","1","5","1","27","2","6","7","11","1"
"0","15","8","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","50","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","432","0","anonymous","EN","1","7","4","2","6","1","3","5","1","2","1","6","5","2","2","7","3","7","6","5","3","2","6","1","5","5","2","4","5","4","6","4","7","7","6","5","6","6","7","4","7","3","7","4","1","2","6","1","5","6","6","3","4","2","3","6","6","6","7","5","7","7","4","7","5","1","2","7","5","1","6","5","2","1","7","6","5","1","5","1","1","4","2","1","4","1","59","1","","7","12","2"
"0","15","9","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","15","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","154","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","1793","0","anonymous","EN","1","2","2","2","4","2","4","4","2","2","2","6","4","2","4","6","4","4","6","5","2","4","4","2","4","4","2","4","2","2","5","4","5","6","6","4","6","6","4","6","4","2","2","4","2","2","6","2","2","5","4","2","2","2","2","6","6","6","6","5","5","4","4","4","4","2","5","6","2","2","4","4","2","2","6","6","5","1","4","2","1","2","1","1","1","2","61","2","2","5","3","1"
"0","15","6","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","9","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","448","0","anonymous","EN","1","1","1","5","7","1","4","3","2","1","1","1","7","1","2","7","7","7","7","7","7","1","7","1","4","4","1","7","2","7","7","4","6","7","7","2","1","6","7","1","6","1","3","7","1","4","7","1","7","4","1","1","7","2","1","5","3","7","6","2","5","6","4","7","4","1","1","2","2","1","5","3","1","3","7","7","5","4","4","1","1","4","2","2","3","5","36","2","6","6","8","12"
"0","15","24","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","18","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","1570","0","anonymous","EN","1","4","2","2","5","2","3","6","2","2","2","3","5","3","4","5","5","6","5","5","5","2","4","2","3","3","3","2","3","6","5","4","5","6","6","5","6","5","5","5","5","3","5","6","2","2","6","2","3","5","4","2","3","2","3","5","5","6","6","5","5","6","5","6","4","3","5","5","3","2","3","5","2","3","5","4","4","2","4","2","2","4","4","2","4","2","64","2","6","5","10","2"
"0","85","682","0","anonymous","EN","1","7","7","7","6","6","1","1","4","6","6","6","6","7","5","5","6","5","2","5","3","4","6","5","3","2","5","1","4","2","3","4","4","5","7","3","5","6","6","1","4","5","4","6","5","7","5","4","1","1","5","3","5","2","2","2","3","5","5","6","5","2","5","6","4","5","5","2","2","3","6","6","3","7","7","4","5","2","5","2","1","4","2","2","4","3","21","1","1","2","11","12"
"0","85","4228","0","anonymous","EN","1","2","3","6","6","6","5","3","","6","4","1","6","","2","2","","1","6","5","1","5","3","5","6","5","2","5","3","3","1","4","5","6","2","3","4","4","4","3","7","6","3","5","5","5","3","4","6","3","1","6","6","2","7","2","4","3","2","2","5","3","1","4","6","6","2","5","1","6","5","5","4","3","6","5","1","3","4","3","","4","3","4","","1","","1","6","3","8","1"
"0","8","2573","0","anonymous","EN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","869","0","anonymous","EN","1","4","5","4","3","5","4","4","4","5","5","4","6","6","4","5","3","3","2","5","2","6","5","4","5","4","4","2","3","4","3","4","3","3","4","3","3","5","7","4","3","3","3","3","4","5","5","5","4","5","3","4","2","2","4","4","5","3","3","3","4","4","4","5","3","3","4","3","5","4","5","3","5","5","5","5","2","4","2","4","3","3","2","2","3","4","33","1","6","3","2","12"
"0","15","10","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","15","10","0","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0","85","783","0","anonymous","EN","1","3","5","3","3","5","4","5","2","3","3","5","3","5","3","3","3","2","3","3","3","3","3","2","2","3","2","2","3","3","2","4","3","5","5","5","5","5","3","3","3","3","2","3","2","3","6","3","2","3","5","2","2","2","2","5","2","5","3","3","3","3","5","3","2","5","5","3","3","3","6","2","2","5","3","3","4","4","4","4","2","4","2","4","1","3","23","1","6","2","4","10"
